trial,trigger,latency,scene_category,old,behavior,subsequent_memory
1,1041,189991.5,manmade,new,correctreject,subsequent_remembered
2,2049,194064.5,natural,new,correctreject,na
3,2041,195765.5,natural,new,correctreject,subsequent_remembered
4,1049,197013,manmade,new,correctreject,na
5,1041,198825.5,manmade,new,correctreject,subsequent_remembered
6,1049,200009,manmade,new,correctreject,na
7,1041,201134,manmade,new,correctreject,subsequent_remembered
8,2049,202689,natural,new,correctreject,na
9,2041,204134,natural,new,correctreject,subsequent_remembered
10,1049,205640.5,manmade,new,correctreject,na
11,1040,207323,manmade,new,correctreject,subsequent_forgotten
12,2049,208882.5,natural,new,correctreject,na
13,1041,210140.5,manmade,new,correctreject,subsequent_remembered
14,2049,211390,natural,new,correctreject,na
15,1031,212706,manmade,new,falsealarm,subsequent_remembered
16,2049,214585.5,natural,new,correctreject,na
17,1041,215919.5,manmade,new,correctreject,subsequent_remembered
18,1049,218298.5,manmade,new,correctreject,na
19,2041,219947.5,natural,new,correctreject,subsequent_remembered
20,1049,221292,manmade,new,correctreject,na
21,2041,222926.5,natural,new,correctreject,subsequent_remembered
22,1049,224800,manmade,new,correctreject,na
23,1041,226253.5,manmade,new,correctreject,subsequent_remembered
24,1049,227951,manmade,new,correctreject,na
25,2111,229935.5,natural,old,hit,subsequent_remembered
26,2041,231936,natural,new,correctreject,subsequent_remembered
27,1121,233601,manmade,old,miss,subsequent_remembered
28,1049,235205.5,manmade,new,correctreject,na
29,1111,236550,manmade,old,hit,subsequent_remembered
30,2041,237909,natural,new,correctreject,subsequent_remembered
31,2049,240018.5,natural,new,correctreject,na
32,2040,241517.5,natural,new,correctreject,subsequent_forgotten
33,1111,244074,manmade,old,hit,subsequent_remembered
34,1039,246528,manmade,new,falsealarm,na
35,2111,247872,natural,old,hit,subsequent_remembered
36,1041,249820,manmade,new,correctreject,subsequent_remembered
37,2111,252159,natural,old,hit,subsequent_remembered
38,1039,254350.5,manmade,new,falsealarm,na
39,1111,255703,manmade,old,hit,subsequent_remembered
40,2031,257880,natural,new,falsealarm,subsequent_remembered
41,2111,259957.5,natural,old,hit,subsequent_remembered
42,1049,263129.5,manmade,new,correctreject,na
43,1111,264567.5,manmade,old,hit,subsequent_remembered
44,1041,267156.5,manmade,new,correctreject,subsequent_remembered
45,1111,268615,manmade,old,hit,subsequent_remembered
46,1049,271096.5,manmade,new,correctreject,na
47,2119,272548,natural,old,hit,na
48,2041,274098.5,natural,new,correctreject,subsequent_remembered
49,2119,276454,natural,old,hit,na
50,2111,277912.5,natural,old,hit,subsequent_remembered
51,1119,279687.5,manmade,old,hit,na
52,1049,281364.5,manmade,new,correctreject,na
53,1111,283031,manmade,old,hit,subsequent_remembered
54,2111,284574,natural,old,hit,subsequent_remembered
55,1111,286239.5,manmade,old,hit,subsequent_remembered
56,1041,288035.5,manmade,new,correctreject,subsequent_remembered
57,2119,289777,natural,old,hit,na
58,2111,291580.5,natural,old,hit,subsequent_remembered
59,2049,293619,natural,new,correctreject,na
60,2031,294979,natural,new,falsealarm,subsequent_remembered
61,1119,296979,manmade,old,hit,na
62,2049,298597,natural,new,correctreject,na
63,2041,299832,natural,new,correctreject,subsequent_remembered
64,2119,302161,natural,old,hit,na
65,1119,303765.5,manmade,old,hit,na
66,2119,305307,natural,old,hit,na
67,1119,307109.5,manmade,old,hit,na
68,1049,308547.5,manmade,new,correctreject,na
69,1119,310218,manmade,old,hit,na
70,2121,311601,natural,old,miss,subsequent_remembered
