trial,trigger,latency,scene_category,old,behavior,subsequent_memory
1,1041,11267,manmade,new,correctreject,subsequent_remembered
2,2049,13880.5,natural,new,correctreject,na
3,1041,15580.5,manmade,new,correctreject,subsequent_remembered
4,2039,16957.5,natural,new,falsealarm,na
5,1041,18273,manmade,new,correctreject,subsequent_remembered
6,1049,20044.5,manmade,new,correctreject,na
7,2041,21662.5,natural,new,correctreject,subsequent_remembered
8,2049,23500,natural,new,correctreject,na
9,1041,24928.5,manmade,new,correctreject,subsequent_remembered
10,1049,26751,manmade,new,correctreject,na
11,1111,28712,manmade,old,hit,subsequent_remembered
12,1031,30109.5,manmade,new,falsealarm,subsequent_remembered
13,1049,31486.5,manmade,new,correctreject,na
14,2041,33340,natural,new,correctreject,subsequent_remembered
15,1111,34707,manmade,old,hit,subsequent_remembered
16,2039,36217,natural,new,falsealarm,na
17,2111,38469.5,natural,old,hit,subsequent_remembered
18,1040,39806,manmade,new,correctreject,subsequent_forgotten
19,1111,41398,manmade,old,hit,subsequent_remembered
20,2049,42816,natural,new,correctreject,na
21,1041,44536.5,manmade,new,correctreject,subsequent_remembered
22,2049,45872.5,natural,new,correctreject,na
23,2040,47408.5,natural,new,correctreject,subsequent_forgotten
24,2049,48821.5,natural,new,correctreject,na
25,1041,51104.5,manmade,new,correctreject,subsequent_remembered
26,1049,52978.5,manmade,new,correctreject,na
27,1119,54811,manmade,old,hit,na
28,2041,56322.5,natural,new,correctreject,subsequent_remembered
29,1119,58446,manmade,old,hit,na
30,2111,59747,natural,old,hit,subsequent_remembered
31,1119,61036.5,manmade,old,hit,na
32,1049,62700.5,manmade,new,correctreject,na
33,2041,64221,natural,new,correctreject,subsequent_remembered
34,1049,65910.5,manmade,new,correctreject,na
35,2031,67676.5,natural,new,falsealarm,subsequent_remembered
36,2039,70031.5,natural,new,falsealarm,na
37,2040,71675,natural,new,correctreject,subsequent_forgotten
38,2039,73779.5,natural,new,falsealarm,na
39,2041,75806.5,natural,new,correctreject,subsequent_remembered
40,2119,77306.5,natural,old,hit,na
41,2049,78637.5,natural,new,correctreject,na
42,2041,79948,natural,new,correctreject,subsequent_remembered
43,2039,81294.5,natural,new,falsealarm,na
44,1041,82953,manmade,new,correctreject,subsequent_remembered
45,1049,84960,manmade,new,correctreject,na
46,2041,86905.5,natural,new,correctreject,subsequent_remembered
47,2121,90397,natural,old,miss,subsequent_remembered
48,2049,92173.5,natural,new,correctreject,na
49,2041,93345.5,natural,new,correctreject,subsequent_remembered
50,1111,94636,manmade,old,hit,subsequent_remembered
51,1049,96453.5,manmade,new,correctreject,na
52,2111,97810,natural,old,hit,subsequent_remembered
53,2121,99474,natural,old,miss,subsequent_remembered
54,2031,101660,natural,new,falsealarm,subsequent_remembered
55,2119,103308.5,natural,old,hit,na
56,1121,105673.5,manmade,old,miss,subsequent_remembered
57,1049,107031.5,manmade,new,correctreject,na
58,1040,109047.5,manmade,new,correctreject,subsequent_forgotten
59,1111,110906.5,manmade,old,hit,subsequent_remembered
60,2039,112656.5,natural,new,falsealarm,na
61,2041,114986,natural,new,correctreject,subsequent_remembered
62,1049,117305,manmade,new,correctreject,na
63,2119,119486,natural,old,hit,na
64,1041,122255.5,manmade,new,correctreject,subsequent_remembered
65,1049,124027,manmade,new,correctreject,na
66,1119,125872,manmade,old,hit,na
67,2041,127334,natural,new,correctreject,subsequent_remembered
68,1111,128895.5,manmade,old,hit,subsequent_remembered
69,1111,130851.5,manmade,old,hit,subsequent_remembered
70,2111,132346,natural,old,hit,subsequent_remembered
71,2111,134414.5,natural,old,hit,subsequent_remembered
72,1049,138220.5,manmade,new,correctreject,na
73,2111,139856.5,natural,old,hit,subsequent_remembered
74,1111,142730.5,manmade,old,hit,subsequent_remembered
75,1041,144208,manmade,new,correctreject,subsequent_remembered
76,1049,145805.5,manmade,new,correctreject,na
77,2111,148109,natural,old,hit,subsequent_remembered
78,2041,149810.5,natural,new,correctreject,subsequent_remembered
79,2049,151529,natural,new,correctreject,na
80,2111,153049.5,natural,old,hit,subsequent_remembered
81,2031,154821,natural,new,falsealarm,subsequent_remembered
82,2049,156541,natural,new,correctreject,na
83,2119,158711.5,natural,old,hit,na
84,1119,160100,manmade,old,hit,na
85,1111,161287,manmade,old,hit,subsequent_remembered
86,1041,162812.5,manmade,new,correctreject,subsequent_remembered
87,2119,164507,natural,old,hit,na
88,1119,166529,manmade,old,hit,na
89,1049,168577,manmade,new,correctreject,na
90,1041,169869,manmade,new,correctreject,subsequent_remembered
91,2119,171874,natural,old,hit,na
92,2049,173268.5,natural,new,correctreject,na
93,2111,174659,natural,old,hit,subsequent_remembered
94,2111,175923.5,natural,old,hit,subsequent_remembered
95,1119,177257,manmade,old,hit,na
96,1040,179021,manmade,new,correctreject,subsequent_forgotten
97,1049,180506.5,manmade,new,correctreject,na
98,1031,182195,manmade,new,falsealarm,subsequent_remembered
99,1111,183741.5,manmade,old,hit,subsequent_remembered
100,1111,185712,manmade,old,hit,subsequent_remembered
101,2039,187946,natural,new,falsealarm,na
102,2041,189480,natural,new,correctreject,subsequent_remembered
103,1049,190990,manmade,new,correctreject,na
104,2041,192598,natural,new,correctreject,subsequent_remembered
105,2111,194968,natural,old,hit,subsequent_remembered
106,2111,196365.5,natural,old,hit,subsequent_remembered
107,2049,197809.5,natural,new,correctreject,na
108,2119,199243,natural,old,hit,na
109,2110,201285.5,natural,old,hit,subsequent_forgotten
110,2119,202709,natural,old,hit,na
111,1041,204459.5,manmade,new,correctreject,subsequent_remembered
112,2119,205995.5,natural,old,hit,na
113,1049,207352,manmade,new,correctreject,na
114,1041,208796,manmade,new,correctreject,subsequent_remembered
115,2119,210357.5,natural,old,hit,na
116,1049,211826.5,manmade,new,correctreject,na
117,2119,213142.5,natural,old,hit,na
118,1121,215282.5,manmade,old,miss,subsequent_remembered
119,1119,216999.5,manmade,old,hit,na
120,2111,218891.5,natural,old,hit,subsequent_remembered
121,1041,220438,manmade,new,correctreject,subsequent_remembered
122,2049,222434.5,natural,new,correctreject,na
123,1041,224023.5,manmade,new,correctreject,subsequent_remembered
124,1111,226074.5,manmade,old,hit,subsequent_remembered
125,2049,227980,natural,new,correctreject,na
126,2111,230272.5,natural,old,hit,subsequent_remembered
127,2111,231552,natural,old,hit,subsequent_remembered
128,1119,233134,manmade,old,hit,na
129,1119,234301.5,manmade,old,hit,na
130,1041,235832,manmade,new,correctreject,subsequent_remembered
131,1049,237670,manmade,new,correctreject,na
132,1041,239072.5,manmade,new,correctreject,subsequent_remembered
133,2049,240496,natural,new,correctreject,na
134,1041,242226.5,manmade,new,correctreject,subsequent_remembered
135,2039,243731.5,natural,new,falsealarm,na
136,1111,245774,manmade,old,hit,subsequent_remembered
137,1119,247435.5,manmade,old,hit,na
138,1119,249470.5,manmade,old,hit,na
139,1110,250848.5,manmade,old,hit,subsequent_forgotten
140,2119,252614,natural,old,hit,na
141,2041,254052.5,natural,new,correctreject,subsequent_remembered
142,1119,255849.5,manmade,old,hit,na
143,2119,259320.5,natural,old,hit,na
144,2119,260672,natural,old,hit,na
145,2049,262182,natural,new,correctreject,na
146,1119,263887,manmade,old,hit,na
147,2129,265702,natural,old,miss,na
148,1119,268003,manmade,old,hit,na
149,2041,269191.5,natural,new,correctreject,subsequent_remembered
150,1111,270465.5,manmade,old,hit,subsequent_remembered
151,2119,272395.5,natural,old,hit,na
152,1049,273552.5,manmade,new,correctreject,na
153,2041,275416,natural,new,correctreject,subsequent_remembered
154,2049,276957,natural,new,correctreject,na
155,1041,279611,manmade,new,correctreject,subsequent_remembered
156,1121,281457,manmade,old,miss,subsequent_remembered
157,2039,283743,natural,new,falsealarm,na
158,2119,285609,natural,old,hit,na
159,2041,287641.5,natural,new,correctreject,subsequent_remembered
160,2049,288967.5,natural,new,correctreject,na
161,1041,291119,manmade,new,correctreject,subsequent_remembered
162,1049,292863.5,manmade,new,correctreject,na
163,2111,294499,natural,old,hit,subsequent_remembered
164,2119,296288.5,natural,old,hit,na
165,1111,297830.5,manmade,old,hit,subsequent_remembered
166,2031,300261,natural,new,falsealarm,subsequent_remembered
167,1049,303051.5,manmade,new,correctreject,na
168,1111,305094,manmade,old,hit,subsequent_remembered
169,2111,306589,natural,old,hit,subsequent_remembered
170,1111,308007,manmade,old,hit,subsequent_remembered
171,1111,310029,manmade,old,hit,subsequent_remembered
172,1041,312686,manmade,new,correctreject,subsequent_remembered
173,1049,314140,manmade,new,correctreject,na
