trial,trigger,latency,scene_category,old,behavior,subsequent_memory
1,1031,147060.5,manmade,new,falsealarm,subsequent_remembered
2,2049,148986.5,natural,new,correctreject,na
3,2040,150117,natural,new,correctreject,subsequent_forgotten
4,1049,151307,manmade,new,correctreject,na
5,1041,152956,manmade,new,correctreject,subsequent_remembered
6,1049,154216,manmade,new,correctreject,na
7,1040,155248,manmade,new,correctreject,subsequent_forgotten
8,2049,156619.5,natural,new,correctreject,na
9,2041,157731.5,natural,new,correctreject,subsequent_remembered
10,1049,158782.5,manmade,new,correctreject,na
11,1041,160224.5,manmade,new,correctreject,subsequent_remembered
12,2049,161472,natural,new,correctreject,na
13,1041,162567,manmade,new,correctreject,subsequent_remembered
14,2049,163544,natural,new,correctreject,na
15,1040,164598.5,manmade,new,correctreject,subsequent_forgotten
16,2049,165695.5,natural,new,correctreject,na
17,1041,166890.5,manmade,new,correctreject,subsequent_remembered
18,1049,168839.5,manmade,new,correctreject,na
19,2041,170167,natural,new,correctreject,subsequent_remembered
20,1049,171325.5,manmade,new,correctreject,na
21,2041,172700.5,natural,new,correctreject,subsequent_remembered
22,1049,174204.5,manmade,new,correctreject,na
23,1040,175565.5,manmade,new,correctreject,subsequent_forgotten
24,1049,176961,manmade,new,correctreject,na
25,2111,178693.5,natural,old,hit,subsequent_remembered
26,2041,180013.5,natural,new,correctreject,subsequent_remembered
27,1111,181516.5,manmade,old,hit,subsequent_remembered
28,1049,182612.5,manmade,new,correctreject,na
29,1111,183731.5,manmade,old,hit,subsequent_remembered
30,2041,185086.5,natural,new,correctreject,subsequent_remembered
31,2049,186775.5,natural,new,correctreject,na
32,2041,188341.5,natural,new,correctreject,subsequent_remembered
33,1121,190355.5,manmade,old,miss,subsequent_remembered
34,1049,191875,manmade,new,correctreject,na
35,2111,193191,natural,old,hit,subsequent_remembered
36,1040,195017,manmade,new,correctreject,subsequent_forgotten
37,2111,196859,natural,old,hit,subsequent_remembered
38,1049,198600,manmade,new,correctreject,na
39,1111,199777.5,manmade,old,hit,subsequent_remembered
40,2041,200972.5,natural,new,correctreject,subsequent_remembered
41,2121,202635,natural,old,miss,subsequent_remembered
