trial,trigger,latency,scene_category,old,behavior,subsequent_memory
1,2040,194990,natural,new,correctreject,subsequent_forgotten
2,2049,196802,natural,new,correctreject,na
3,2041,198885.5,natural,new,correctreject,subsequent_remembered
4,2049,200206,natural,new,correctreject,na
5,2041,201711.5,natural,new,correctreject,subsequent_remembered
6,2049,203836.5,natural,new,correctreject,na
7,2040,205080.5,natural,new,correctreject,subsequent_forgotten
8,1049,206560.5,manmade,new,correctreject,na
9,1040,208014,manmade,new,correctreject,subsequent_forgotten
10,1049,209384,manmade,new,correctreject,na
11,2040,210707,natural,new,correctreject,subsequent_forgotten
12,2049,212115.5,natural,new,correctreject,na
13,1040,213369.5,manmade,new,correctreject,subsequent_forgotten
14,1049,215121.5,manmade,new,correctreject,na
15,1040,216987,manmade,new,correctreject,subsequent_forgotten
16,1049,218560.5,manmade,new,correctreject,na
17,2041,220659,natural,new,correctreject,subsequent_remembered
18,2049,222197,natural,new,correctreject,na
19,2040,223451,natural,new,correctreject,subsequent_forgotten
20,2039,224864,natural,new,falsealarm,na
21,2040,226332.5,natural,new,correctreject,subsequent_forgotten
22,2049,228083,natural,new,correctreject,na
23,1040,230033,manmade,new,correctreject,subsequent_forgotten
24,1049,231245,manmade,new,correctreject,na
25,1040,232500,manmade,new,correctreject,subsequent_forgotten
26,2049,234095,natural,new,correctreject,na
27,2111,235306.5,natural,old,hit,subsequent_remembered
28,1041,236969,manmade,new,correctreject,subsequent_remembered
29,2110,238356.5,natural,old,hit,subsequent_forgotten
30,1039,240147,manmade,new,falsealarm,na
31,2041,241976.5,natural,new,correctreject,subsequent_remembered
32,1049,243944.5,manmade,new,correctreject,na
33,1040,245166.5,manmade,new,correctreject,subsequent_forgotten
34,2049,247490,natural,new,correctreject,na
35,2120,249075.5,natural,old,miss,subsequent_forgotten
36,1040,250822.5,manmade,new,correctreject,subsequent_forgotten
37,2049,253138.5,natural,new,correctreject,na
38,1111,255457,manmade,old,hit,subsequent_remembered
39,1120,257570,manmade,old,miss,subsequent_forgotten
40,2031,258958.5,natural,new,falsealarm,subsequent_remembered
41,2111,260838.5,natural,old,hit,subsequent_remembered
42,1049,262349,manmade,new,correctreject,na
43,1121,264459.5,manmade,old,miss,subsequent_remembered
