trial,trigger,latency,scene_category,old,behavior,subsequent_memory
1,2041,12246,natural,new,correctreject,subsequent_remembered
2,1049,14299,manmade,new,correctreject,na
3,2040,15692.5,natural,new,correctreject,subsequent_forgotten
4,1049,17442,manmade,new,correctreject,na
5,1041,18625,manmade,new,correctreject,subsequent_remembered
6,2049,19761.5,natural,new,correctreject,na
7,2040,21609.5,natural,new,correctreject,subsequent_forgotten
8,1049,22710,manmade,new,correctreject,na
9,2041,24026,natural,new,correctreject,subsequent_remembered
10,1049,25403,manmade,new,correctreject,na
11,2041,27118,natural,new,correctreject,subsequent_remembered
12,2049,28244.5,natural,new,correctreject,na
13,2121,30000.5,natural,old,miss,subsequent_remembered
14,2040,31608,natural,new,correctreject,subsequent_forgotten
15,1111,33661,manmade,old,hit,subsequent_remembered
16,1049,35222.5,manmade,new,correctreject,na
17,2111,36625,natural,old,hit,subsequent_remembered
18,1041,37884.5,manmade,new,correctreject,subsequent_remembered
19,2049,39497,natural,new,correctreject,na
20,1040,40782,manmade,new,correctreject,subsequent_forgotten
21,2111,42164.5,natural,old,hit,subsequent_remembered
22,2049,43557.5,natural,new,correctreject,na
23,1041,44637,manmade,new,correctreject,subsequent_remembered
24,2121,46070.5,natural,old,miss,subsequent_remembered
25,1049,47649.5,manmade,new,correctreject,na
26,1040,49137,manmade,new,correctreject,subsequent_forgotten
27,2049,50790.5,natural,new,correctreject,na
28,1040,52454.5,manmade,new,correctreject,subsequent_forgotten
29,2049,53831.5,natural,new,correctreject,na
30,2040,54994,natural,new,correctreject,subsequent_forgotten
31,2119,56473.5,natural,old,hit,na
32,2049,58394,natural,new,correctreject,na
33,1111,59709,manmade,old,hit,subsequent_remembered
34,2119,60927.5,natural,old,hit,na
35,2040,62433,natural,new,correctreject,subsequent_forgotten
36,2049,64439.5,natural,new,correctreject,na
37,2119,65601.5,natural,old,hit,na
38,1041,66927.5,manmade,new,correctreject,subsequent_remembered
39,2049,68243,natural,new,correctreject,na
40,2121,69540,natural,old,miss,subsequent_remembered
41,2119,70987,natural,old,hit,na
42,1111,72497.5,manmade,old,hit,subsequent_remembered
43,2041,73608.5,natural,new,correctreject,subsequent_remembered
44,1121,75175,manmade,old,miss,subsequent_remembered
45,2049,76757,natural,new,correctreject,na
46,1041,78165,manmade,new,correctreject,subsequent_remembered
47,2111,79600,natural,old,hit,subsequent_remembered
