trial,trigger,latency,scene_category,old,behavior,subsequent_memory
1,1031,266244.5,manmade,new,falsealarm,subsequent_remembered
2,2049,268389.5,natural,new,correctreject,na
3,2040,269791,natural,new,correctreject,subsequent_forgotten
4,1049,271064,manmade,new,correctreject,na
5,1041,272763.5,manmade,new,correctreject,subsequent_remembered
6,1049,274003.5,manmade,new,correctreject,na
7,1041,275050,manmade,new,correctreject,subsequent_remembered
8,2049,276329.5,natural,new,correctreject,na
9,2040,277519.5,natural,new,correctreject,subsequent_forgotten
10,1049,278584.5,manmade,new,correctreject,na
11,1041,280022,manmade,new,correctreject,subsequent_remembered
12,2049,281228.5,natural,new,correctreject,na
13,1041,282337.5,manmade,new,correctreject,subsequent_remembered
14,2049,283331,natural,new,correctreject,na
15,1041,284355.5,manmade,new,correctreject,subsequent_remembered
16,2049,285390,natural,new,correctreject,na
17,1041,286488.5,manmade,new,correctreject,subsequent_remembered
18,1049,288299,manmade,new,correctreject,na
19,2041,289810,natural,new,correctreject,subsequent_remembered
20,1049,290954.5,manmade,new,correctreject,na
21,2041,292200.5,natural,new,correctreject,subsequent_remembered
22,1049,293623.5,manmade,new,correctreject,na
23,1041,294881.5,manmade,new,correctreject,subsequent_remembered
24,1049,296191.5,manmade,new,correctreject,na
25,2121,297820.5,natural,old,miss,subsequent_remembered
26,2041,299167,natural,new,correctreject,subsequent_remembered
27,1111,300714,manmade,old,hit,subsequent_remembered
28,1039,301836.5,manmade,new,falsealarm,na
29,1111,302869,manmade,old,hit,subsequent_remembered
30,2041,304065,natural,new,correctreject,subsequent_remembered
31,2049,305820.5,natural,new,correctreject,na
32,2040,307172,natural,new,correctreject,subsequent_forgotten
33,1110,309113.5,manmade,old,hit,subsequent_forgotten
34,1049,310605,manmade,new,correctreject,na
35,2111,311851.5,natural,old,hit,subsequent_remembered
36,1040,313723.5,manmade,new,correctreject,subsequent_forgotten
37,2111,315642.5,natural,old,hit,subsequent_remembered
38,1039,317393.5,manmade,new,falsealarm,na
39,1111,318633,manmade,old,hit,subsequent_remembered
40,2031,319863.5,natural,new,falsealarm,subsequent_remembered
41,2121,321536.5,natural,old,miss,subsequent_remembered
42,1039,323145,manmade,new,falsealarm,na
43,1110,324712.5,manmade,old,hit,subsequent_forgotten
44,1040,326749,manmade,new,correctreject,subsequent_forgotten
45,1111,328120.5,manmade,old,hit,subsequent_remembered
46,1039,330316,manmade,new,falsealarm,na
47,2119,331833.5,natural,old,hit,na
48,2041,333225,natural,new,correctreject,subsequent_remembered
49,2119,334875,natural,old,hit,na
50,2111,336214,natural,old,hit,subsequent_remembered
51,1119,337539.5,manmade,old,hit,na
52,1039,338586.5,manmade,new,falsealarm,na
53,1111,340206.5,manmade,old,hit,subsequent_remembered
54,2111,341565.5,natural,old,hit,subsequent_remembered
55,1111,343261,manmade,old,hit,subsequent_remembered
56,1040,345002,manmade,new,correctreject,subsequent_forgotten
57,2119,346384,natural,old,hit,na
58,2111,348157,natural,old,hit,subsequent_remembered
59,2049,350011,natural,new,correctreject,na
60,2040,351319.5,natural,new,correctreject,subsequent_forgotten
61,1119,353120,manmade,old,hit,na
62,2049,354344,natural,new,correctreject,na
63,2041,355532.5,natural,new,correctreject,subsequent_remembered
