trial,trigger,latency,scene_category,old,behavior,subsequent_memory
1,1041,20763.5,manmade,new,correctreject,subsequent_remembered
2,1039,21780.5,manmade,new,falsealarm,na
3,2040,23270.5,natural,new,correctreject,subsequent_forgotten
4,2049,24628,natural,new,correctreject,na
5,2041,25825,natural,new,correctreject,subsequent_remembered
6,1049,27315,manmade,new,correctreject,na
7,2041,29050.5,natural,new,correctreject,subsequent_remembered
8,2049,30765.5,natural,new,correctreject,na
9,2040,32293.5,natural,new,correctreject,subsequent_forgotten
10,2039,33734.5,natural,new,falsealarm,na
11,2040,36223,natural,new,correctreject,subsequent_forgotten
12,1049,37804.5,manmade,new,correctreject,na
13,2031,38931,natural,new,falsealarm,subsequent_remembered
14,1049,41101.5,manmade,new,correctreject,na
15,2111,42778,natural,old,hit,subsequent_remembered
16,2031,43953,natural,new,falsealarm,subsequent_remembered
17,1111,45970.5,manmade,old,hit,subsequent_remembered
18,2049,47936,natural,new,correctreject,na
19,2121,49341,natural,old,miss,subsequent_remembered
20,2040,51120.5,natural,new,correctreject,subsequent_forgotten
21,1049,52924,manmade,new,correctreject,na
22,2031,54284.5,natural,new,falsealarm,subsequent_remembered
23,2049,55851,natural,new,correctreject,na
24,1040,57663.5,manmade,new,correctreject,subsequent_forgotten
25,2049,58958.5,natural,new,correctreject,na
26,1040,60678.5,manmade,new,correctreject,subsequent_forgotten
27,1119,62772.5,manmade,old,hit,na
28,1049,64431.5,manmade,new,correctreject,na
29,2111,65685.5,natural,old,hit,subsequent_remembered
30,1041,67257,manmade,new,correctreject,subsequent_remembered
31,1049,68865,manmade,new,correctreject,na
32,2041,71230,natural,new,correctreject,subsequent_remembered
33,2049,72794,natural,new,correctreject,na
34,2040,74358,natural,new,correctreject,subsequent_forgotten
35,2121,75448.5,natural,old,miss,subsequent_remembered
36,1049,76718,manmade,new,correctreject,na
37,1031,78013.5,manmade,new,falsealarm,subsequent_remembered
38,1049,79955.5,manmade,new,correctreject,na
39,2119,81684,natural,old,hit,na
40,2041,83020,natural,new,correctreject,subsequent_remembered
41,1049,84602,manmade,new,correctreject,na
42,2111,86112.5,natural,old,hit,subsequent_remembered
43,1041,87797,manmade,new,correctreject,subsequent_remembered
44,2120,89845,natural,old,miss,subsequent_forgotten
45,2119,91918,natural,old,hit,na
46,2111,94136.5,natural,old,hit,subsequent_remembered
47,2121,96361.5,natural,old,miss,subsequent_remembered
48,1121,98583.5,manmade,old,miss,subsequent_remembered
49,1049,101143.5,manmade,new,correctreject,na
50,2030,102981,natural,new,falsealarm,subsequent_forgotten
51,2049,105008.5,natural,new,correctreject,na
52,1041,107048,manmade,new,correctreject,subsequent_remembered
53,1049,108449,manmade,new,correctreject,na
54,1111,111362,manmade,old,hit,subsequent_remembered
55,1041,113087,manmade,new,correctreject,subsequent_remembered
56,1049,114643.5,manmade,new,correctreject,na
57,2041,116056.5,natural,new,correctreject,subsequent_remembered
58,2119,117280,natural,old,hit,na
59,1039,118847.5,manmade,new,falsealarm,na
60,2041,120899.5,natural,new,correctreject,subsequent_remembered
61,2039,123573.5,natural,new,falsealarm,na
62,2041,125532.5,natural,new,correctreject,subsequent_remembered
63,1049,127913.5,manmade,new,correctreject,na
64,1119,129490,manmade,old,hit,na
65,2040,130821,natural,new,correctreject,subsequent_forgotten
66,1049,133048,manmade,new,correctreject,na
67,2111,136028.5,natural,old,hit,subsequent_remembered
68,1111,137466.5,manmade,old,hit,subsequent_remembered
69,1041,138961,manmade,new,correctreject,subsequent_remembered
70,1119,140092.5,manmade,old,hit,na
71,1049,141495.5,manmade,new,correctreject,na
72,2031,143236,natural,new,falsealarm,subsequent_remembered
73,2039,145121.5,natural,new,falsealarm,na
74,2121,146615,natural,old,miss,subsequent_remembered
75,1041,148714,manmade,new,correctreject,subsequent_remembered
