trial,trigger,latency,scene_category,old,behavior,subsequent_memory
1,2030,5001.5,natural,new,falsealarm,subsequent_forgotten
2,1049,6978,manmade,new,correctreject,na
3,1040,8454.5,manmade,new,correctreject,subsequent_forgotten
4,1049,9850,manmade,new,correctreject,na
5,1040,11078.5,manmade,new,correctreject,subsequent_forgotten
6,2049,12583.5,natural,new,correctreject,na
7,2041,14529,natural,new,correctreject,subsequent_remembered
8,1049,16208,manmade,new,correctreject,na
9,1041,17688,manmade,new,correctreject,subsequent_remembered
10,1049,19080.5,manmade,new,correctreject,na
11,1041,20232,manmade,new,correctreject,subsequent_remembered
12,1049,22208.5,manmade,new,correctreject,na
13,2041,23339.5,natural,new,correctreject,subsequent_remembered
14,2049,24942,natural,new,correctreject,na
15,1121,26810.5,manmade,old,miss,subsequent_remembered
16,2040,27957.5,natural,new,correctreject,subsequent_forgotten
17,2049,29621.5,natural,new,correctreject,na
18,2041,31336.5,natural,new,correctreject,subsequent_remembered
19,2049,32677.5,natural,new,correctreject,na
20,2041,33998.5,natural,new,correctreject,subsequent_remembered
21,1111,35736.5,manmade,old,hit,subsequent_remembered
22,1049,36988.5,manmade,new,correctreject,na
23,2041,38381,natural,new,correctreject,subsequent_remembered
24,1049,39614.5,manmade,new,correctreject,na
25,1111,40833,manmade,old,hit,subsequent_remembered
26,2121,42046.5,natural,old,miss,subsequent_remembered
27,2031,43387.5,natural,new,falsealarm,subsequent_remembered
28,2111,44734,natural,old,hit,subsequent_remembered
29,2049,45891,natural,new,correctreject,na
30,2041,47381,natural,new,correctreject,subsequent_remembered
31,2111,48835,natural,old,hit,subsequent_remembered
32,2049,50196.5,natural,new,correctreject,na
33,2031,52413.5,natural,new,falsealarm,subsequent_remembered
34,1049,53954.5,manmade,new,correctreject,na
35,1041,55526,manmade,new,correctreject,subsequent_remembered
36,2111,56831.5,natural,old,hit,subsequent_remembered
37,2111,58111.5,natural,old,hit,subsequent_remembered
38,2049,59463,natural,new,correctreject,na
39,1119,61423.5,manmade,old,hit,na
40,2111,63103,natural,old,hit,subsequent_remembered
41,1121,64255,manmade,old,miss,subsequent_remembered
42,2041,65913.5,natural,new,correctreject,subsequent_remembered
43,2039,68084.5,natural,new,falsealarm,na
44,1031,69323,manmade,new,falsealarm,subsequent_remembered
45,1119,70567,manmade,old,hit,na
46,1049,72297.5,manmade,new,correctreject,na
47,2111,73480,natural,old,hit,subsequent_remembered
48,1041,75046.5,manmade,new,correctreject,subsequent_remembered
49,2049,76680,natural,new,correctreject,na
50,2119,77847,natural,old,hit,na
51,1119,79527.5,manmade,old,hit,na
52,2119,81123.5,natural,old,hit,na
53,1041,83258.5,manmade,new,correctreject,subsequent_remembered
54,2049,85572.5,natural,new,correctreject,na
55,2119,86878,natural,old,hit,na
56,2041,88439.5,natural,new,correctreject,subsequent_remembered
57,2119,90052,natural,old,hit,na
58,1049,91311.5,manmade,new,correctreject,na
59,1031,92571,manmade,new,falsealarm,subsequent_remembered
60,1049,93837.5,manmade,new,correctreject,na
61,2121,95893.5,natural,old,miss,subsequent_remembered
62,1041,98171.5,manmade,new,correctreject,subsequent_remembered
63,1049,100163,manmade,new,correctreject,na
64,2031,101494,natural,new,falsealarm,subsequent_remembered
65,2111,102845.5,natural,old,hit,subsequent_remembered
66,2049,105078,natural,new,correctreject,na
67,2041,106475.5,natural,new,correctreject,subsequent_remembered
68,1049,107960,manmade,new,correctreject,na
69,2041,109823.5,natural,new,correctreject,subsequent_remembered
70,1049,111821.5,manmade,new,correctreject,na
71,2031,113161.5,natural,new,falsealarm,subsequent_remembered
72,1111,114759,manmade,old,hit,subsequent_remembered
73,1111,116904,manmade,old,hit,subsequent_remembered
74,2111,118204,natural,old,hit,subsequent_remembered
75,2119,120625.5,natural,old,hit,na
76,1049,121825,manmade,new,correctreject,na
77,2041,123308.5,natural,new,correctreject,subsequent_remembered
78,2119,125218.5,natural,old,hit,na
79,2111,126615.5,natural,old,hit,subsequent_remembered
80,2111,128463.5,natural,old,hit,subsequent_remembered
81,2049,129697.5,natural,new,correctreject,na
82,1041,131146.5,manmade,new,correctreject,subsequent_remembered
83,2039,137704.5,natural,new,falsealarm,na
84,2031,139706,natural,new,falsealarm,subsequent_remembered
85,1119,141975,manmade,old,hit,na
86,1049,143515,manmade,new,correctreject,na
87,2111,145313,natural,old,hit,subsequent_remembered
88,1119,146812,manmade,old,hit,na
89,1041,148586,manmade,new,correctreject,subsequent_remembered
90,1049,149822.5,manmade,new,correctreject,na
91,1111,151194.5,manmade,old,hit,subsequent_remembered
92,2041,152684,natural,new,correctreject,subsequent_remembered
93,2111,154041,natural,old,hit,subsequent_remembered
94,2111,155791.5,natural,old,hit,subsequent_remembered
95,2119,157476,natural,old,hit,na
96,2119,158663.5,natural,old,hit,na
97,2119,160035.5,natural,old,hit,na
98,1111,161592,manmade,old,hit,subsequent_remembered
99,2039,163742.5,natural,new,falsealarm,na
100,1111,165042.5,manmade,old,hit,subsequent_remembered
101,2041,167737.5,natural,new,correctreject,subsequent_remembered
102,1049,169210,manmade,new,correctreject,na
103,2119,170239,natural,old,hit,na
104,1111,171756.5,manmade,old,hit,subsequent_remembered
105,2111,173044.5,natural,old,hit,subsequent_remembered
106,1041,174862,manmade,new,correctreject,subsequent_remembered
107,1119,176807,manmade,old,hit,na
108,1119,178068,manmade,old,hit,na
109,2111,179536,natural,old,hit,subsequent_remembered
110,2119,181584,natural,old,hit,na
111,1119,182920,manmade,old,hit,na
112,2119,184522.5,natural,old,hit,na
113,1111,185623,manmade,old,hit,subsequent_remembered
114,2049,187015.5,natural,new,correctreject,na
115,2119,188727.5,natural,old,hit,na
116,2031,190568.5,natural,new,falsealarm,subsequent_remembered
117,2049,192227,natural,new,correctreject,na
118,1041,193584,manmade,new,correctreject,subsequent_remembered
119,1111,195186.5,manmade,old,hit,subsequent_remembered
120,1119,196732.5,manmade,old,hit,na
121,2119,197812.5,natural,old,hit,na
122,2049,199312.5,natural,new,correctreject,na
123,1041,200940.5,manmade,new,correctreject,subsequent_remembered
124,1049,202154,manmade,new,correctreject,na
125,2041,203915,natural,new,correctreject,subsequent_remembered
126,2049,205256.5,natural,new,correctreject,na
127,2031,206505.5,natural,new,falsealarm,subsequent_remembered
128,2049,208379.5,natural,new,correctreject,na
129,1119,209859,manmade,old,hit,na
130,1111,211727.5,manmade,old,hit,subsequent_remembered
131,2119,213140.5,natural,old,hit,na
132,1040,214882.5,manmade,new,correctreject,subsequent_forgotten
133,1049,216980,manmade,new,correctreject,na
134,1041,218517.5,manmade,new,correctreject,subsequent_remembered
135,2049,220113,natural,new,correctreject,na
136,1041,221321.5,manmade,new,correctreject,subsequent_remembered
137,1119,222678,manmade,old,hit,na
138,1119,223871,manmade,old,hit,na
139,2111,225304.5,natural,old,hit,subsequent_remembered
140,2119,226732.5,natural,old,hit,na
141,1049,228386.5,manmade,new,correctreject,na
142,1121,230178,manmade,old,miss,subsequent_remembered
143,2111,231740.5,natural,old,hit,subsequent_remembered
144,2111,233285.5,natural,old,hit,subsequent_remembered
145,2031,234688.5,natural,new,falsealarm,subsequent_remembered
146,1110,235932.5,manmade,old,hit,subsequent_forgotten
147,2119,237130.5,natural,old,hit,na
148,2049,238436.5,natural,new,correctreject,na
149,2111,240320,natural,old,hit,subsequent_remembered
150,1041,241964.5,manmade,new,correctreject,subsequent_remembered
151,2039,244001,natural,new,falsealarm,na
152,2111,246383.5,natural,old,hit,subsequent_remembered
153,2041,247835.5,natural,new,correctreject,subsequent_remembered
154,1049,249166.5,manmade,new,correctreject,na
155,1041,250799.5,manmade,new,correctreject,subsequent_remembered
156,1111,251920.5,manmade,old,hit,subsequent_remembered
157,2049,253170,natural,new,correctreject,na
158,1119,254409,manmade,old,hit,na
159,1041,255842,manmade,new,correctreject,subsequent_remembered
160,2119,257450,natural,old,hit,na
161,1111,258827,manmade,old,hit,subsequent_remembered
162,1129,260173.5,manmade,old,miss,na
163,2119,261596.5,natural,old,hit,na
164,1049,262784.5,manmade,new,correctreject,na
165,2041,264837,natural,new,correctreject,subsequent_remembered
166,1049,266307,manmade,new,correctreject,na
167,2119,267863,natural,old,hit,na
168,1119,269332,manmade,old,hit,na
169,1031,270622,manmade,new,falsealarm,subsequent_remembered
170,1049,272014.5,manmade,new,correctreject,na
171,1119,273325.5,manmade,old,hit,na
172,1119,274636,manmade,old,hit,na
173,2041,276525,natural,new,correctreject,subsequent_remembered
174,1111,277825.5,manmade,old,hit,subsequent_remembered
175,1049,279422.5,manmade,new,correctreject,na
176,2111,281368,natural,old,hit,subsequent_remembered
177,1040,283539,manmade,new,correctreject,subsequent_forgotten
178,1049,285295,manmade,new,correctreject,na
179,1041,287245.5,manmade,new,correctreject,subsequent_remembered
180,1049,289252,manmade,new,correctreject,na
181,2040,290905.5,natural,new,correctreject,subsequent_forgotten
182,2049,291960.5,natural,new,correctreject,na
183,2111,293721.5,natural,old,hit,subsequent_remembered
184,1119,294970.5,manmade,old,hit,na
185,1111,296045.5,manmade,old,hit,subsequent_remembered
186,1041,297209.5,manmade,new,correctreject,subsequent_remembered
187,2049,298411,natural,new,correctreject,na
188,1041,299552.5,manmade,new,correctreject,subsequent_remembered
189,2039,301017,natural,new,falsealarm,na
190,2119,302583.5,natural,old,hit,na
191,2111,304595.5,natural,old,hit,subsequent_remembered
192,2119,306233.5,natural,old,hit,na
193,1111,307570,manmade,old,hit,subsequent_remembered
194,1111,308783,manmade,old,hit,subsequent_remembered
195,1119,310114,manmade,old,hit,na
196,1111,311222.5,manmade,old,hit,subsequent_remembered
197,1111,312402.5,manmade,old,hit,subsequent_remembered
198,2040,314461.5,natural,new,correctreject,subsequent_forgotten
199,1049,315909.5,manmade,new,correctreject,na
200,1041,317348,manmade,new,correctreject,subsequent_remembered
201,2049,319923,natural,new,correctreject,na
202,1041,321095.5,manmade,new,correctreject,subsequent_remembered
203,2111,322472.5,natural,old,hit,subsequent_remembered
204,1049,324116,manmade,new,correctreject,na
205,2121,325687.5,natural,old,miss,subsequent_remembered
206,2041,327203,natural,new,correctreject,subsequent_remembered
207,2119,328682.5,natural,old,hit,na
208,2049,330147,natural,new,correctreject,na
209,2119,332036,natural,old,hit,na
210,1111,333799.5,manmade,old,hit,subsequent_remembered
211,2111,335507,natural,old,hit,subsequent_remembered
212,2041,336705,natural,new,correctreject,subsequent_remembered
213,1119,338338,manmade,old,hit,na
214,1049,340073.5,manmade,new,correctreject,na
215,1121,341184.5,manmade,old,miss,subsequent_remembered
216,1041,342280,manmade,new,correctreject,subsequent_remembered
217,1111,343913.5,manmade,old,hit,subsequent_remembered
218,1111,345592.5,manmade,old,hit,subsequent_remembered
219,2039,347102.5,natural,new,falsealarm,na
220,1041,348910,manmade,new,correctreject,subsequent_remembered
221,2119,350395,natural,old,hit,na
222,1049,351546.5,manmade,new,correctreject,na
223,1041,353343.5,manmade,new,correctreject,subsequent_remembered
224,1049,354807.5,manmade,new,correctreject,na
225,2041,356251,natural,new,correctreject,subsequent_remembered
226,2039,358109.5,natural,new,falsealarm,na
227,2119,359689,natural,old,hit,na
228,1119,361038,manmade,old,hit,na
229,2041,362169.5,natural,new,correctreject,subsequent_remembered
230,1111,364544.5,manmade,old,hit,subsequent_remembered
231,2039,366004,natural,new,falsealarm,na
232,2041,367642,natural,new,correctreject,subsequent_remembered
233,2049,369628.5,natural,new,correctreject,na
234,1119,371850.5,manmade,old,hit,na
235,1041,373168.5,manmade,new,correctreject,subsequent_remembered
236,2049,374768.5,natural,new,correctreject,na
237,1040,376038,manmade,new,correctreject,subsequent_forgotten
238,2049,377773.5,natural,new,correctreject,na
239,1041,379306.5,manmade,new,correctreject,subsequent_remembered
240,1049,380538,manmade,new,correctreject,na
241,1041,381710.5,manmade,new,correctreject,subsequent_remembered
242,2110,382918.5,natural,old,hit,subsequent_forgotten
243,1049,384362.5,manmade,new,correctreject,na
244,2111,385729.5,natural,old,hit,subsequent_remembered
245,2031,387024.5,natural,new,falsealarm,subsequent_remembered
246,1049,388545,manmade,new,correctreject,na
247,1111,390311,manmade,old,hit,subsequent_remembered
248,1111,392611,manmade,old,hit,subsequent_remembered
249,2041,393874.5,natural,new,correctreject,subsequent_remembered
250,2111,395313,natural,old,hit,subsequent_remembered
251,2049,396825,natural,new,correctreject,na
252,2031,398656,natural,new,falsealarm,subsequent_remembered
253,1119,400110,manmade,old,hit,na
254,1119,401256.5,manmade,old,hit,na
255,1111,403146,manmade,old,hit,subsequent_remembered
256,1049,404441,manmade,new,correctreject,na
257,1041,405895,manmade,new,correctreject,subsequent_remembered
258,2121,407799.5,natural,old,miss,subsequent_remembered
259,2111,409356.5,natural,old,hit,subsequent_remembered
260,1049,410482,manmade,new,correctreject,na
261,2041,411798,natural,new,correctreject,subsequent_remembered
262,2111,413502.5,natural,old,hit,subsequent_remembered
263,1119,415043.5,manmade,old,hit,na
264,1049,416226,manmade,new,correctreject,na
265,2119,418289.5,natural,old,hit,na
266,1041,420798,manmade,new,correctreject,subsequent_remembered
267,2049,422927.5,natural,new,correctreject,na
268,2119,424161.5,natural,old,hit,na
269,2111,425958.5,natural,old,hit,subsequent_remembered
270,1119,427801.5,manmade,old,hit,na
271,2119,429101.5,natural,old,hit,na
272,1119,430837,manmade,old,hit,na
273,1111,432701,manmade,old,hit,subsequent_remembered
274,2119,434172.5,natural,old,hit,na
275,1119,435173.5,manmade,old,hit,na
276,1111,437201,manmade,old,hit,subsequent_remembered
277,1119,438352.5,manmade,old,hit,na
278,2041,439668.5,natural,new,correctreject,subsequent_remembered
279,1111,441431.5,manmade,old,hit,subsequent_remembered
280,1049,442950,manmade,new,correctreject,na
281,1041,444163.5,manmade,new,correctreject,subsequent_remembered
282,1049,445776,manmade,new,correctreject,na
283,2119,448946,natural,old,hit,na
284,1040,450762.5,manmade,new,correctreject,subsequent_forgotten
285,2111,452233.5,natural,old,hit,subsequent_remembered
286,2049,453486,natural,new,correctreject,na
287,2040,454561,natural,new,correctreject,subsequent_forgotten
288,2111,456324.5,natural,old,hit,subsequent_remembered
289,2111,458011.5,natural,old,hit,subsequent_remembered
290,1119,459332.5,manmade,old,hit,na
291,1111,460740.5,manmade,old,hit,subsequent_remembered
292,1119,462616,manmade,old,hit,na
293,2119,463883.5,natural,old,hit,na
294,1049,464877,manmade,new,correctreject,na
295,1111,466648,manmade,old,hit,subsequent_remembered
296,2031,469018.5,natural,new,falsealarm,subsequent_remembered
297,1121,471210.5,manmade,old,miss,subsequent_remembered
298,1049,473421.5,manmade,new,correctreject,na
299,2111,474880.5,natural,old,hit,subsequent_remembered
